ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
13479,SN 2016ecg,14:44:28.600,+21:38:42.60,SN Ic,0.03271,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",iPTF,GaiaAlerts; iPTF,Gaia16aqq,"Gaia - Gaia-photometric, P48 - CFH12k",P200 - DBSP,1,1,,18.64,G-Gaia,2016-05-27 19:10:33.000,Gaia_Bot1,,2016TNSTR.481....1D,2021TNSCR2382....1S,
13452,SN 2016ebf,13:28:47.600,+33:11:11.70,SN II,0.023,,,GaiaAlerts,GaiaAlerts,iPTF,GaiaAlerts,Gaia16aps,Gaia - Gaia-photometric,P200 - DBSP,1,1,,17.96,G-Gaia,2016-05-21 07:04:48.000,Gaia_Bot1,,2016TNSTR.481....1D,2021TNSCR2567....1Y,
13445,SN 2016eay,12:02:51.700,+44:15:27.40,SLSN-I,0.102,,,GaiaAlerts,GaiaAlerts,NUTS,GaiaAlerts,Gaia16apd,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,17.35,G-Gaia,2016-05-16 19:09:07.000,Gaia_Bot1,,2016TNSTR.481....1D,2016TNSCR.791....1E,
13429,SN 2016eai,11:28:55.700,+25:51:40.80,SN Ia,0.033,,,GaiaAlerts,GaiaAlerts,NUTS,GaiaAlerts,Gaia16aou,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,17.66,G-Gaia,2016-05-14 12:50:24.000,Gaia_Bot1,,2016TNSTR.481....1D,2016TNSCR.766....1E,
13417,SN 2016dzw,09:52:51.200,-11:22:20.10,SN II,0.025,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16ani,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.22,G-Gaia,2016-05-05 06:14:24.000,Gaia_Bot1,,2016TNSTR.481....1D,2017TNSCR.409....1Y,
13226,SN 2016dsn,00:20:41.000,+25:13:44.70,SN Ia-91T-like,0.03561,,,GaiaAlerts,GaiaAlerts,Padova-Asiago,GaiaAlerts,Gaia16afu,Gaia - Gaia-photometric,Ekar - AFOSC,1,1,,19.42,G-Gaia,2016-02-23 02:09:36.000,Gaia_Bot1,,2016TNSTR.481....1D,2017TNSCR1267....1T,
13219,SN 2016dsg,06:07:08.200,-45:10:52.20,SN I,0.039,,,GaiaAlerts,GaiaAlerts,None,GaiaAlerts,Gaia16afe,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.86,G-Gaia,2016-02-21 12:30:14.000,Gaia_Bot1,,2016TNSTR.481....1D,2022TNSCR.713....1T,
13044,SN 2016dln,21:33:11.114,+00:56:23.61,SN II,0.05,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16die,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.55,w-P1,2016-07-11 11:01:38.000,Young,,2016TNSTR.482....1C,2016TNSCR.490....1F,
13010,SN 2016dkf,22:37:43.394,-26:38:48.19,SN Ia-91T-like,0.05,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16dgw,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,18.06,i-Sloan,2016-07-16 13:31:28.000,Young,,2016TNSTR.482....1C,2016TNSCR.490....1F,
12910,SN 2016dgj,15:43:34.800,-04:37:14.80,SN Ia-91T-like,0.06,,,"Pan-STARRS, GaiaAlerts","Pan-STARRS, GaiaAlerts",PESSTO,GaiaAlerts; Pan-STARRS,PS16dbn,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.22,w-P1,2016-07-06 07:29:32.000,Young,,2016TNSTR.482....1C,2016TNSCR.490....1F,
12754,SN 2016daj,02:04:37.400,+21:35:09.60,SN Ia,0.032,MCG +03-06-031 ,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16hh,"ASASSN-1 - Brutus, ASASSN-2 - Cassius, Gaia - Gaia-photometric",LT - SPRAT,1,1,,16.6,V-Johnson,2016-07-17 12:50:24.000,Stanek,,2016TNSTR.473....1S,2016TNSCR.479....1B,
12738,SN 2016czt,14:37:51.510,+06:49:55.80,SN II,0.086,SDSS J143751.21+064957.4,0.086,Pan-STARRS,Pan-STARRS,iPTF,Pan-STARRS,PS16cxp,PS1 - GPC1,Keck1 - LRIS,1,1,,20.205,i-Sloan,2016-06-22 07:22:04.000,Wright,,2016TNSTR.465....1C,2021TNSCR2567....1Y,
12736,SN 2016czr,16:45:37.200,+21:49:20.50,SN Ia,0.04,SDSS J164536.92+214924.5,,"PTSS, GaiaAlerts","PTSS, GaiaAlerts",None,GaiaAlerts; PTSS,PTSS-16jvj,"CNEOST - STA1600, Gaia - Gaia-photometric",P60 - SEDM,1,1,,18.1,r-Sloan,2016-07-08 13:56:32.000,Li,,2016TNSTR.466....1T,2016TNSCR.501....1B,
12735,SN 2016czq,01:50:51.853,+22:33:59.45,SN Ia,0.03,,,"ASAS-SN, iPTF, Pan-STARRS","ASAS-SN, iPTF, Pan-STARRS","ASAS-SN, iPTF",ASAS-SN; iPTF; Pan-STARRS,ASASSN-16hd,"ASASSN-1 - Brutus, P48 - CFH12k, PS1 - GPC1","LT - SPRAT, P60 - SEDM",1,1,,16.8,V-Johnson,2016-07-08 14:09:36.000,Stanek,,2016TNSTR.463....1S,"2016TNSCR.475....1B, 2016TNSCR1129....1P",
12721,SN 2016czc,13:59:04.456,+33:08:20.30,SN Ia,,2MASX J13590394+3308172,0.050972,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16hc,ASASSN-1 - Brutus,FLWO-1.5m - FAST,1,1,,17.4,V-Johnson,2016-07-07 07:26:24.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.457....1B,2016TNSCR1001....1F,
12719,SN 2016cza,01:03:30.273,-47:01:27.58,SN Ia,,FAIRALL 0673,0.022529,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16ha,ASASSN-2 - Cassius,LCO-duPont - WFCCD,1,1,,16.3,V-Johnson,2016-07-07 08:52:48.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.457....1B,2016TNSCR1011....1M,
12718,SN 2016cyz,04:34:27.600,-21:12:54.60,SN Ia,0.032,APMUKS(BJ) B043218.28-211910.3,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16gz,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",LCO-duPont - WFCCD,1,1,,16.6,V-Johnson,2016-07-06 10:04:48.000,Brown,,2016TNSTR.457....1B,2016TNSCR1011....1M,
12716,SN 2016cyx,02:21:22.786,+16:33:54.95,SN II,,UGC 01814,0.013689,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS",ASAS-SN,ASAS-SN; Pan-STARRS,ASASSN-16gy,"ASASSN-1 - Brutus, PS1 - GPC1",FLWO-1.5m - FAST,1,1,,16.1,V-Johnson,2016-07-06 14:09:36.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.457....1B,2016TNSCR1001....1F,
12715,SN 2016cyw,01:25:56.245,+16:35:43.72,SN IIP,,IC1702,,"ISSP, LOSS, Pan-STARRS","ISSP, LOSS, Pan-STARRS",LOSS,ISSP; LOSS; Pan-STARRS,,"Other - Other, PS1 - GPC1",Lick-3m - KAST,1,1,,17.2,Clear-,2016-07-05 02:12:06.000,Briganti,,2016TNSTR.455....1B,2016TNSCR.518....1H,
12714,SN 2016cyv,01:46:52.100,+33:23:21.70,SN Ia,0.037,CGCG 503-021,0.037326,"ASAS-SN, GaiaAlerts, Pan-STARRS","ASAS-SN, GaiaAlerts, Pan-STARRS",None,ASAS-SN; GaiaAlerts; Pan-STARRS,ASASSN-16gv,"ASASSN-1 - Brutus, Gaia - Gaia-photometric, PS1 - GPC1",LT - SPRAT,1,1,,17.2,V-Johnson,2016-07-05 13:55:12.000,Brown,,2016TNSTR.454....1B,2016TNSCR.461....1P,
12712,SN 2016cyt,21:09:35.835,+15:07:31.59,SN Ia,0.03,NGC 7033,0.03029,"POSS, Pan-STARRS, iPTF","POSS, Pan-STARRS, iPTF",None,iPTF; Pan-STARRS,,"Other - Other, P48 - CFH12k, PS1 - GPC1",LT - SPRAT,1,1,,17.9,Clear-,2016-07-02 09:21:40.000,Puckett,,2016TNSTR.452....1G,2016TNSCR.456....1P,
12705,SN 2016cym,14:11:36.100,-30:23:53.00,SN Ia,,ESO 446-G023,0.023136,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16gq,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",FLWO-1.5m - FAST,1,1,,16.7,V-Johnson,2016-06-27 04:33:36.000,Holoien, [Object redshift updated according to host-redshift by admin],2016TNSTR.446....1H,2016TNSCR1001....1F,
12704,SN 2016cyl,13:16:42.770,-55:17:59.89,SN Ia,0.016,WKK 2066,,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16gp,ASASSN-2 - Cassius,SOAR - Goodman,1,1,,16.6,V-Johnson,2016-06-27 03:36:00.000,Holoien,,2016TNSTR.446....1H,2016TNSCR.997....1S,
12703,SN 2016cyk,13:02:44.297,-26:56:27.24,SN II,,2MASX J13024397-2656276,0.016054,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16go,ASASSN-2 - Cassius,FLWO-1.5m - FAST,1,1,,16.4,V-Johnson,2016-06-27 02:52:48.000,Stanek, [Object redshift updated according to host-redshift by admin],2016TNSTR.445....1S,2016TNSCR1001....1F,
12702,SN 2016cyj,12:06:57.600,+27:18:04.10,SN IIn,0.056,SDSS J120657.56+271806.0,0.05598,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",NUTS,ASAS-SN; GaiaAlerts,ASASSN-16gn,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",NOT - ALFOSC,1,1,,17.2,V-Johnson,2016-06-26 06:14:24.000,Holoien,,2016TNSTR.443....1H,2016TNSCR.813....1E,
12701,SN 2016cyi,22:16:58.390,+46:44:07.28,SN IIn,0.043,ZOAG G097.31-08.31,,PTSS,PTSS,PTSS,PTSS,PTSS-16jik,CNEOST - STA1600,BAO-2.16m - Phot-spec,1,1,,17.1,r-Sloan,2016-06-25 19:22:43.000,Li,,2016TNSTR.444....1L,"2016TNSCR.528....1R, 2016TNSCR1126....1R",
12700,SN 2016cyh,20:03:48.991,-60:15:25.24,SN Ia,0.036,GALEXASC J200348.67-601528.7,,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16gm,"ASASSN-1 - Brutus, ASASSN-2 - Cassius",LCO-duPont - WFCCD,1,1,,16.2,V-Johnson,2016-06-24 07:12:00.000,Stanek,,2016TNSTR.441....1S,2016TNSCR1011....1M,
12668,SN 2016cxb,21:12:23.353,+14:46:45.47,SN Ia,0.029,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16cvc,PS1 - GPC1,Ekar - AFOSC,1,1,,17.12,i-Sloan,2016-06-19 12:12:25.000,Young,,2016TNSTR.437....1C,2016TNSCR.440....1B,
12648,SN 2016cwh,15:17:44.570,+08:41:06.18,SN Ia,0.074,,,iPTF,iPTF,iPTF,iPTF,iPTF16bfi,P48 - CFH12k,Keck1 - LRIS,1,1,,21.03,g-PTF,2016-05-29 08:52:48.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12647,SN 2016cwg,15:52:36.000,-08:36:12.14,SN Ia,0.1,,,iPTF,iPTF,iPTF,iPTF,iPTF16bdn,P48 - CFH12k,Keck1 - LRIS,1,1,,20.51,R-PTF,2016-05-28 04:48:00.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12646,SN 2016cwf,15:19:41.780,+11:02:16.78,SN Ia,0.14,,,iPTF,iPTF,iPTF,iPTF,iPTF16bcp,P48 - CFH12k,Keck2 - DEIMOS,1,1,,19.78,R-PTF,2016-06-01 06:43:12.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12645,SN 2016cwe,16:45:27.450,+37:04:49.79,SN Ia,0.15,,,iPTF,iPTF,iPTF,iPTF,iPTF16bcl,P48 - CFH12k,Keck1 - LRIS,1,1,,19.97,R-PTF,2016-05-30 07:40:48.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12644,SN 2016cwd,15:13:23.680,+27:46:38.34,SN Ia,0.2,,,iPTF,iPTF,iPTF,iPTF,iPTF16bar,P48 - CFH12k,Keck1 - LRIS,1,1,,20.65,g-PTF,2016-06-01 05:02:24.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12643,SN 2016cwc,16:45:34.370,+22:54:30.43,SN Ia,0.13,,,iPTF,iPTF,iPTF,iPTF,iPTF16azg,P48 - CFH12k,P200 - DBSP,1,1,,20.64,g-PTF,2016-05-30 08:52:48.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12642,SN 2016cwb,16:19:19.810,+39:31:38.01,SN Ia,0.189,,,iPTF,iPTF,iPTF,iPTF,iPTF16azb,P48 - CFH12k,P200 - DBSP,1,1,,20.47,g-PTF,2016-05-29 08:23:59.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12641,SN 2016cwa,15:58:13.020,+22:36:13.57,SN Ia,0.176,,,iPTF,iPTF,iPTF,iPTF,iPTF16ayz,P48 - CFH12k,P200 - DBSP,1,1,,20.07,R-PTF,2016-05-30 04:33:36.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12640,SN 2016cvz,16:25:20.790,+57:44:15.87,SN Ia,0.074,,,iPTF,iPTF,iPTF,iPTF,iPTF16aut,P48 - CFH12k,P60 - SEDM,1,1,,20.91,g-PTF,2016-05-13 10:19:12.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12639,SN 2016cvy,15:27:36.330,+57:51:23.32,SN Ia,0.072,,,iPTF,iPTF,iPTF,iPTF,iPTF16atk,P48 - CFH12k,NOT - ALFOSC,1,1,,20.19,g-PTF,2016-05-10 10:04:48.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12638,SN 2016cvx,12:33:07.460,+56:26:13.91,SN Ia,0.192,,,iPTF,iPTF,iPTF,iPTF,iPTF16art,P48 - CFH12k,P200 - DBSP,1,1,,21.15,g-PTF,2016-05-05 06:14:24.000,iPTF_Bot1,,2016TNSTR.432....1H,2016TNSCR.434....1H,
12637,SN 2016cvw,22:46:12.820,+10:33:33.31,SN Ia,0.036,MCG +02-58-008,0.039,PTSS,PTSS,ZTF,PTSS,PTSS-16ipw,CNEOST - STA1600,P60 - SEDM,1,1,,17.8,r-Sloan,2016-06-18 19:31:24.000,Li,,2016TNSTR.433....1X,2020TNSCR.933....1N,
12636,SN 2016cvv,19:20:28.850,+54:12:30.66,SN Ia,0.038,CGCG 280-024,0.045,PTSS,PTSS,iPTF,PTSS,PTSS-16ijc,CNEOST - STA1600,P60 - SEDM,1,1,,17.8,r-Sloan,2016-06-16 17:01:24.000,Li,,2016TNSTR.429....1L,2016TNSCR.436....1N,
12627,SN 2016cvm,18:38:37.550,+41:31:40.87,SN Ia,0.07,2MASX J18383792+4131473,,PTSS,PTSS,"Padova-Asiago, iPTF",PTSS,PTSS-16hxs,CNEOST - STA1600,"Ekar - AFOSC, P60 - SEDM",1,1,,18.7,r-Sloan,2016-06-13 18:29:37.000,Li,,2016TNSTR.426....1L,"2016TNSCR.431....1T, 2016TNSCR1124....1N",
12626,SN 2016cvl,14:41:46.597,+19:15:06.66,SN Ia,,CGCG 104-069,0.030608,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16gf,ASASSN-1 - Brutus,LBT - MODS1,1,1,,17.5,V-Johnson,2016-06-05 10:48:00.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.420....1B,2016TNSCR1017....1G,
12625,SN 2016cvk,22:19:49.390,-40:40:03.20,SN IIn-pec,0.0107,ESO-344-G21,,BOSS,BOSS,PESSTO,BOSS; PESSTO,,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,17.6,Other-,2016-06-12 15:18:54.000,Parker,,2016TNSTR.422....1P,2016TNSCR.650....1B,
12624,SN 2016cvj,16:32:59.215,+31:57:43.27,SN Ia,0.058,,,"ATLAS, iPTF","ATLAS, iPTF",iPTF,ATLAS; iPTF,ATLAS16beo,"ATLAS-HKO - ATLAS-02, P48 - CFH12k",Keck1 - LRIS,1,1,,19.01,cyan-ATLAS,2016-06-07 10:06:14.000,ATLAS_Bot1,,2016TNSTR.421....1T,2016TNSCR.434....1H,
12610,SN 2016cuv,16:19:14.740,+40:25:14.10,SN Ia,0.081,SDSS J161914.64+402512.8,,TNTS,TNTS,iPTF,TNTS,,BAO-0.6m - BATC,P60 - SEDM,1,1,,18.5,Clear-,2016-06-10 14:32:57.000,Li,,2016TNSTR.419....1X,2016TNSCR.430....1N,
12558,SN 2016csv,16:48:09.200,+46:05:23.90,SN II,0.03,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",None,ATLAS; GaiaAlerts,ATLAS16bel,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric",P60 - SEDM,1,1,,18.42,cyan-ATLAS,2016-06-06 09:41:45.000,ATLAS_Bot1,,2016TNSTR.416....1T,2016TNSCR.462....1B,
12554,SN 2016csr,15:14:31.036,+06:41:14.28,SN Ia,0.05,,,"ATLAS, iPTF","ATLAS, iPTF",iPTF,ATLAS; iPTF,ATLAS16bcm,"ATLAS-HKO - ATLAS-02, P48 - CFH12k",Keck1 - LRIS,1,1,,18.69,cyan-ATLAS,2016-06-04 09:40:19.000,ATLAS_Bot1,,2016TNSTR.412....1T,2016TNSCR.434....1H,
12548,SN 2016csl,16:51:01.700,+24:48:48.20,SN Ia-pec,0.049,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts,ATLAS16bce,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric",P60 - SEDM,1,1,,18.91,cyan-ATLAS,2016-06-03 09:59:02.000,ATLAS_Bot1,,2016TNSTR.408....1T,2020TNSCR.933....1N,
12545,SN 2016csi,16:33:49.469,+33:19:43.04,SN Ia,0.033,,,"ATLAS, iPTF","ATLAS, iPTF",iPTF,ATLAS; iPTF,ATLAS16bcd,"ATLAS-HKO - ATLAS-02, P48 - CFH12k",P60 - SEDM,1,1,,18.67,cyan-ATLAS,2016-06-03 09:44:38.000,ATLAS_Bot1,,2016TNSTR.408....1T,2016TNSCR.434....1H,
12543,SN 2016csg,17:14:13.134,+41:33:42.32,SN Ia,0.092,,,"ATLAS, iPTF, Pan-STARRS","ATLAS, iPTF, Pan-STARRS",iPTF,ATLAS; iPTF; Pan-STARRS,ATLAS16bbx,"ATLAS-HKO - ATLAS-02, P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,18.82,cyan-ATLAS,2016-06-02 10:03:21.000,ATLAS_Bot1,,2016TNSTR.408....1T,2016TNSCR.434....1H,
12540,SN 2016csd,02:00:45.000,-46:16:49.10,SN Ia,0.037,GALEXASC J020044.56-461644.0,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16fx,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",LCO-duPont - WFCCD,1,1,,17.15,V-Johnson,2016-06-08 10:19:12.000,Stanek,,2016TNSTR.407....1S,2016TNSCR1003....1M,
12511,SN 2016cra,16:56:17.186,+41:23:18.61,SN Ia,0.119,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16cqh,"P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,19.96,r-Sloan,2016-05-27 09:00:28.000,Young,,2016TNSTR.409....1C,2016TNSCR.434....1H,
12494,SN 2016cqj,23:56:13.736,-00:32:28.44,SN II,0.022,CGCG 382-005,0.022215,ASAS-SN,ASAS-SN,LCOGT SN-KP,ASAS-SN,ASASSN-16ft,ASASSN-1 - Brutus,FTN - FLOYDS-N,1,1,,18.0,V-Johnson,2016-06-05 13:55:12.000,Brown,,2016TNSTR.403....1B,2016TNSCR.411....1H,
12483,SN 2016cpy,14:47:06.552,+11:35:41.64,SN Ia,0.029,UGC 09523,0.029,"ASAS-SN, SNHunt","ASAS-SN, SNHunt",LCOGT SN-KP,ASAS-SN; CRTS; SNHunt,ASASSN-16fs,"ASASSN-1 - Brutus, Other - Other",FTN - FLOYDS-N,1,1,,16.8,V-Johnson,2016-06-03 10:04:48.000,Stanek,,2016TNSTR.399....1M,2016TNSCR.411....1H,
12481,SN 2016cpw,21:41:24.442,-14:04:35.96,SN Ia,0.0604,,,ATLAS,ATLAS,LOSS,ATLAS,ATLAS16azu,ATLAS-HKO - ATLAS-02,Lick-3m - KAST,1,1,,17.78,cyan-ATLAS,2016-05-30 14:24:00.000,ATLAS_Bot1,,2016TNSTR.397....1T,2016TNSCR.415....1Y,
12460,SN 2016cpc,17:13:24.200,+42:53:41.70,SN IIP,0.02473,UGC 10765,0.02473,"POSS, GaiaAlerts","POSS, GaiaAlerts",iPTF,GaiaAlerts; POSS,,"Gaia - Gaia-photometric, Other - Other",P60 - SEDM,1,1,,19.2,Clear-,2016-05-31 09:44:35.000,Puckett,,2016TNSTR.396....1P,2016TNSCR.427....1N,
12449,SN 2016cor,15:44:31.200,+16:18:12.80,SN Ia,0.05,SDSS J154431.47+161814.0,0.049,"TNTS, iPTF","TNTS, iPTF","TNTS, iPTF",iPTF; TNTS,,"BAO-0.6m - BATC, P48 - CFH12k","Lijiang-2.4m - YFOSC, P60 - SEDM",1,1,,17.9,Clear-,2016-05-25 17:16:48.000,Li,,2016TNSTR.390....1X,"2016TNSCR.392....1Z, 2016TNSCR1125....1H",
12446,SN 2016coo,11:41:02.230,+35:29:30.89,SN Ia,0.05,,,iPTF,iPTF,iPTF,iPTF,iPTF16avw,P48 - CFH12k,P60 - SEDM,1,1,,18.79,R-PTF,2016-05-19 04:48:00.000,iPTF_Bot1,,2016TNSTR.383....1P,2016TNSCR.385....1P,
12445,SN 2016con,13:13:30.740,+43:31:46.36,SN Ia,0.04,,,iPTF,iPTF,iPTF,iPTF,iPTF16asx,P48 - CFH12k,P200 - DBSP,1,1,,20.26,g-PTF,2016-05-12 07:12:00.000,iPTF_Bot1,,2016TNSTR.383....1P,2016TNSCR.385....1P,
12444,SN 2016com,12:52:47.910,+55:03:35.29,SN Ia,0.08,,,iPTF,iPTF,iPTF,iPTF,iPTF16ars,P48 - CFH12k,NOT - ALFOSC,1,1,,19.72,g-PTF,2016-05-11 06:28:48.000,iPTF_Bot1,,2016TNSTR.383....1P,2016TNSCR.385....1P,
12443,SN 2016col,12:18:06.580,+29:28:04.29,SN Ia,0.18,,,iPTF,iPTF,iPTF,iPTF,iPTF16ark,P48 - CFH12k,Keck1 - LRIS,1,1,,20.81,g-PTF,2016-05-11 04:48:00.000,iPTF_Bot1,,2016TNSTR.383....1P,2016TNSCR.385....1P,
12442,SN 2016cok,11:20:19.033,+12:58:56.64,SN IIP,0.002,M66,0.002425,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS","None, iPTF",ASAS-SN; Pan-STARRS,ASASSN-16fq,"ASASSN-1 - Brutus, Other - Other, PS1 - GPC1","Lijiang-2.4m - YFOSC, P60 - SEDM",1,1,,16.66,V-Johnson,2016-05-28 07:06:54.000,Dong,,2016TNSTR.382....1B,"2016TNSCR.391....1Z, 2016TNSCR1123....1N",
12441,SN 2016coj,12:08:06.800,+65:10:37.80,SN Ia,0.005,NGC4125,0.004483,"LOSS, GaiaAlerts","LOSS, GaiaAlerts","LCOGT SN-KP, None",GaiaAlerts; LOSS,KAIT-16X,"Gaia - Gaia-photometric, Other - Other","FTN - FLOYDS-N, Other - Other",1,1,,14.8,Clear-,2016-05-28 04:39:05.000,Zheng,,2016TNSTR.384....1Y,"2016TNSCR.386....1H, 2016TNSCR1122....1E",
12440,SN 2016coi,21:59:04.100,+18:11:10.70,SN Ic-BL,0.0036,UGC 11868,0.003646,"ASAS-SN, GaiaAlerts, iPTF","ASAS-SN, GaiaAlerts, iPTF",NUTS,ASAS-SN; GaiaAlerts; iPTF,ASASSN-16fp,"ASASSN-1 - Brutus, Gaia - Gaia-photometric, P48 - CFH12k",NOT - ALFOSC,1,1,,15.7,V-Johnson,2016-05-27 12:57:36.000,Stanek,,2016TNSTR.379....1S,2016TNSCR.766....1E,
12432,SN 2016coa,12:56:58.900,-15:32:10.50,SN Ia,0.02,,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",LCOGT SN-KP,ASAS-SN; GaiaAlerts,ASASSN-16fn,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",FTN - FLOYDS-N,1,1,,16.2,V-Johnson,2016-05-26 05:02:24.000,Brown,,2016TNSTR.378....1B,2016TNSCR.447....1H,
12429,SN 2016cnx,10:06:54.451,-15:43:00.67,SN Ia,,2MASX J10065350-1543022,0.029444,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16fl,ASASSN-2 - Cassius,LCO-duPont - WFCCD,1,1,,16.4,V-Johnson,2016-05-25 01:12:00.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.371....1B,2016TNSCR1002....1P,
12426,SN 2016cnv,15:51:05.970,+34:25:52.68,SN Ia,0.031,2MASX J15510599+3425520,0.031,PTSS,PTSS,PTSS,PTSS; TNTS,PTSS-16gyb,CNEOST - STA1600,Lijiang-2.4m - YFOSC,1,1,,17.7,r-Sloan,2016-05-24 15:55:12.000,Li,,2016TNSTR.375....1X,2016TNSCR.381....1Z,
12420,SN 2016cnp,16:42:07.782,+49:54:22.86,SN II,0.025,,,Pan-STARRS,Pan-STARRS,iPTF,Pan-STARRS,PS16cod,PS1 - GPC1,P60 - SEDM,1,1,,18.19,i-Sloan,2016-05-23 10:28:50.000,Young,,2016TNSTR.373....1C,2021TNSCR2567....1Y,
12395,SN 2016cmq,12:24:38.857,+07:54:47.84,SN Ia,0.074,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16cmw,"P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,18.83,i-Sloan,2016-05-21 08:43:22.000,Young,,2016TNSTR.370....1C,2016TNSCR.434....1H,
12358,SN 2016clf,12:33:41.740,+07:17:17.35,SN Ia,0.154,,,iPTF,iPTF,iPTF,iPTF,iPTF16aoe,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.5,g-PTF,2016-04-30 04:33:36.000,iPTF_Bot1,,2016TNSTR.361....1P,2016TNSCR.363....1P,
12357,SN 2016cle,12:06:36.960,-02:39:02.97,SN Ia,0.08,,,iPTF,iPTF,iPTF,iPTF,iPTF16ant,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.68,g-PTF,2016-05-02 06:14:24.000,iPTF_Bot1,,2016TNSTR.361....1P,2016TNSCR.363....1P,
